Key,ar,en,es,pt,pt_br,fr,de,ru,zh,hi
Q_3544,يلعب فريق هوفنهايم هذا الموسم في الدوري الأوروبي  ,Hoffenheim is playing in the Europa League this season.  ,Esta temporada el Hoffenheim juega la Europa League.  ,,"Nesta temporada, o Hoffenheim está jogando na Liga Europa  ","Cette saison, Hoffenheim joue en Ligue Europa  ",In dieser Saison spielt Hoffenheim in der Europa League  ,В этом сезоне «Хоффенхайм» играет в Лиге Европы.  ,本赛季，霍芬海姆征战欧罗巴联赛  ,इस सीजन में हॉफेनहाइम यूरोपा लीग में खेल रहे हैं  
Q_3545,يلعب فريق هوفنهايم هذا الموسم في دوري المؤتمرات  ,Hoffenheim is playing in the Conference League this season.  ,Esta temporada el Hoffenheim juega en la Conference League.  ,,"Nesta temporada, o Hoffenheim está jogando na Conference League  ","Cette saison, Hoffenheim évolue en Conference League  ",In dieser Saison spielt Hoffenheim in der Conference League  ,В этом сезоне «Хоффенхайм» играет в Конференц-лиге.  ,本赛季，霍芬海姆参加分区联赛  ,इस सीज़न में हॉफ़ेनहेम कॉन्फ़्रेंस लीग में खेल रहे हैं  
Q_3546,لم يلعب أي لاعب من التشكيلة الحالية لفريق هوفنهايم في كأس العالم  ,No player from Hoffenheim's current squad has played at the World Cup.  ,Ningún jugador de la actual plantilla del Hoffenheim ha disputado el Mundial  ,,Nenhum jogador do elenco atual do Hoffenheim disputou a Copa do Mundo  ,Aucun joueur de l'équipe actuelle d'Hoffenheim n'a disputé la Coupe du monde  ,Kein Spieler aus Hoffenheims aktuellem Kader hat an der Weltmeisterschaft teilgenommen  ,Ни один игрок из нынешнего состава «Хоффенхайма» не играл на чемпионате мира.  ,霍芬海姆目前阵容中没有球员参加过世界杯  ,हॉफेनहाइम की मौजूदा टीम का कोई भी खिलाड़ी विश्व कप में नहीं खेला है  
Q_3547,لعب أحد لاعبي التشكيلة الحالية لفريق هوفنهايم في كأس العالم  ,A player from the current Hoffenheim squad played in the World Cup.  ,Uno de los jugadores actuales del Hoffenheim jugó en el Mundial  ,,Um dos atuais jogadores do elenco do Hoffenheim disputou a Copa do Mundo  ,L'un des joueurs actuels de l'équipe d'Hoffenheim a participé à la Coupe du monde  ,Einer der aktuellen Hoffenheimer Kaderspieler spielte bei der Weltmeisterschaft  ,Один из нынешних игроков состава «Хоффенхайма» играл на чемпионате мира.  ,霍芬海姆现役球员之一曾参加过世界杯  ,हॉफ़ेनहेम की वर्तमान टीम के खिलाड़ियों में से एक ने विश्व कप में खेला  
Q_3548,في الموسم الماضي لعب فريق هوفنهايم في دوري أبطال أوروبا  ,Last season Hoffenheim played in the Champions League.  ,La temporada pasada el Hoffenheim disputó la liga de Campeones.  ,,"Na temporada passada, o Hoffenheim disputou a Liga dos Campeões  ","La saison dernière, Hoffenheim a joué la Ligue des Champions  ",In der vergangenen Saison spielte Hoffenheim in der Champions League  ,В прошлом сезоне «Хоффенхайм» играл в Лиге чемпионов.  ,上赛季，霍芬海姆参加了欧冠联赛  ,पिछले सीज़न में हॉफ़ेनहेम चैंपियंस लीग में खेले थे  
Q_3549,في الموسم الماضي لعب فريق هوفنهايم في الدوري الأوروبي  ,Last season Hoffenheim played in the Europa League.  ,"La temporada pasada, el Hoffenheim jugó en la Europa League.  ",,"Na temporada passada, o Hoffenheim disputou a Liga Europa  ","La saison dernière, Hoffenheim a joué en Ligue Europa  ",In der vergangenen Saison spielte Hoffenheim in der Europa League  ,В прошлом сезоне «Хоффенхайм» выступал в Лиге Европы.  ,上赛季，霍芬海姆征战欧罗巴联赛  ,पिछले सीज़न में हॉफ़ेनहेम यूरोपा लीग में खेले थे  
Q_3550,في الموسم الماضي لعب فريق هوفنهايم في دوري المؤتمرات  ,Last season Hoffenheim played in the Conference League.  ,"La temporada pasada, Hoffenheim jugó en la liga de conferencias.  ",,"Na temporada passada, o Hoffenheim disputou a liga de conferência  ","La saison dernière, Hoffenheim a joué en ligue de conférence  ",In der vergangenen Saison spielte Hoffenheim in der Conference League  ,В прошлом сезоне «Хоффенхайм» играл в конференц-лиге.  ,上赛季，霍芬海姆参加分区联赛  ,"पिछले सीज़न में, हॉफ़ेनहेम कॉन्फ़्रेंस लीग में खेले थे  "
Q_3551,تعاقد فريق هوفنهايم مع مدرب في بداية الموسم  ,Hoffenheim signed a coach at the beginning of the season.  ,El Hoffenheim contrató a un entrenador a principios de temporada  ,,Hoffenheim contratou treinador no início da temporada  ,Hoffenheim a embauché un entraîneur en début de saison  ,Hoffenheim hat zu Beginn der Saison einen Trainer engagiert  ,«Хоффенхайм» нанял тренера в начале сезона  ,霍芬海姆在赛季初聘请了一位教练  ,हॉफ़ेनहेम ने सीज़न की शुरुआत में एक कोच नियुक्त किया  
Q_3552,تعاقد فريق هوفنهايم مع لاعب مهاجم في بداية الموسم  ,Hoffenheim signed a striker at the start of the season.  ,El Hoffenheim fichó un delantero al inicio de temporada  ,,Hoffenheim contratou um atacante no início da temporada  ,Hoffenheim a recruté un attaquant en début de saison  ,Hoffenheim hat zum Saisonstart einen Stürmer verpflichtet  ,«Хоффенхайм» подписал нападающего в начале сезона  ,霍芬海姆在赛季初签下一名前锋  ,हॉफ़ेनहेम ने सीज़न की शुरुआत में एक स्ट्राइकर पर हस्ताक्षर किए  
Q_3553,تعاقد فريق هوفنهايم مع لاعب خط وسط في بداية الموسم  ,Hoffenheim signed a midfielder at the start of the season.  ,El Hoffenheim fichó un centrocampista a principios de temporada  ,,Hoffenheim contratou meio-campista no início da temporada  ,Hoffenheim a recruté un milieu de terrain en début de saison  ,Hoffenheim hat zu Beginn der Saison einen Mittelfeldspieler verpflichtet  ,«Хоффенхайм» подписал полузащитника в начале сезона  ,霍芬海姆在赛季初签下一名中场球员  ,हॉफ़ेनहेम ने सीज़न की शुरुआत में एक मिडफील्डर पर हस्ताक्षर किए  
Q_3554,تعاقد فريق هوفنهايم مع لاعب مدافع في بداية الموسم  ,Hoffenheim signed a defender at the start of the season.  ,El Hoffenheim fichó un defensa al inicio de temporada  ,,Hoffenheim contratou um zagueiro no início da temporada  ,Hoffenheim a recruté un défenseur en début de saison  ,Hoffenheim hat zu Beginn der Saison einen Verteidiger verpflichtet  ,«Хоффенхайм» подписал защитника в начале сезона  ,霍芬海姆在赛季初签下一名后卫  ,हॉफ़ेनहेम ने सीज़न की शुरुआत में एक डिफेंडर पर हस्ताक्षर किए  
Q_3555,تعاقد فريق هوفنهايم مع حارس مرمى في بداية الموسم  ,Hoffenheim signed a goalkeeper at the start of the season.  ,El Hoffenheim fichó un portero a principios de temporada  ,,Hoffenheim contratou goleiro no início da temporada  ,Hoffenheim a recruté un gardien en début de saison  ,Hoffenheim hat zu Beginn der Saison einen Torwart verpflichtet  ,«Хоффенхайм» подписал вратаря в начале сезона  ,霍芬海姆在赛季初签下一名门将  ,हॉफ़ेनहेम ने सीज़न की शुरुआत में एक गोलकीपर के साथ अनुबंध किया  
Q_3556,سجل أحد لاعبي فريق هوفنهايم أول أهدافه مع الفريق ضد فريق آينتراخت فرانكفورت هذا الموسم  ,A Hoffenheim player scored his first goal for the team against Eintracht Frankfurt this season.  ,Un jugador del Hoffenheim marcó su primer gol con el equipo ante el Eintracht Frankfurt esta temporada  ,,Um jogador do Hoffenheim marcou seu primeiro gol pelo time contra o Eintracht Frankfurt nesta temporada  ,Un joueur d'Hoffenheim a marqué son premier but pour l'équipe contre l'Eintracht Francfort cette saison  ,Ein Hoffenheimer erzielte in dieser Saison gegen Eintracht Frankfurt sein erstes Tor für die Mannschaft  ,Игрок «Хоффенхайма» забил свой первый гол за команду в матче против «Айнтрахта» во Франкфурте в этом сезоне.  ,霍芬海姆球员在对阵法兰克福的比赛中攻入了他本赛季的第一个进球  ,हॉफेनहेम के एक खिलाड़ी ने इस सीज़न में आइंट्राच्ट फ्रैंकफर्ट के खिलाफ टीम के लिए अपना पहला गोल किया  
Q_3557,أحد لاعبي فريق هوفنهايم قادم من أكاديمية النادي  ,One of the Hoffenheim players coming from the club's academy.  ,Uno de los jugadores del Hoffenheim procede de la cantera del club  ,,Um dos jogadores do Hoffenheim vem da academia do clube  ,L'un des joueurs d'Hoffenheim vient de l'académie du club  ,Einer der Hoffenheimer Spieler kommt aus der Akademie des Vereins  ,Один из игроков «Хоффенхайма» воспитанник академии клуба.  ,霍芬海姆的一名球员来自俱乐部的青训学院  ,हॉफेनहेम का एक खिलाड़ी क्लब की अकादमी से आता है  
Q_3558,حافظ فريق هوفنهايم على نظافة شباكه في أول 3 مباريات بالدوري  ,Hoffenheim have kept clean sheets in their first three league games.  ,Hoffenheim mantuvo su portería a cero en sus primeros 3 partidos de liga  ,,O Hoffenheim não sofreu golos nos três primeiros jogos do campeonato  ,Hoffenheim a gardé sa cage inviolée lors de ses 3 premiers matches de championnat  ,drei Ligaspielen ohne Gegentor  ,«Хоффенхайм» сохранил ворота сухими в своих первых трех матчах чемпионата.  ,3场联赛保持不失球  ,3 लीग मैचों में क्लीन शीट बरकरार रखी  
Q_3559,لاعب أساسي في تشكيلة فريق هوفنهايم أصيب في بداية الموسم,A key player in Hoffenheim's squad who was injured at the start of the season.,Un jugador clave en la plantilla del Hoffenheim se lesionó a principios de temporada,,Um jogador importante do elenco do Hoffenheim se machucou no início da temporada,Un joueur clé de l'équipe d'Hoffenheim s'est blessé en début de saison,Ein Schlüsselspieler im Hoffenheimer Kader verletzte sich zu Beginn der Saison,Ключевой игрок состава «Хоффенхайма» получил травму в начале сезона,霍芬海姆队的一名关键球员在赛季初受伤,हॉफेनहाइम की टीम का एक प्रमुख खिलाड़ी सीज़न की शुरुआत में घायल हो गया था
Q_3560,يحتل فريق سانت باولي المراكز ال 4 الأولى في الدوري  ,St. Pauli is in the top 4 of the league.  ,St. Pauli ocupa el top 4 de la liga  ,,Pauli ocupa o 4º lugar na liga  ,St. Pauli se classe parmi les 4 premiers du championnat  ,St. Pauli rangiert unter den Top 4 der Liga  ,«Санкт-Паули» занимает четвертое место в лиге  ,圣保利排名联赛前4  ,सेंट पॉली लीग में शीर्ष 4 स्थान पर है  
Q_3561,يحتل فريق سانت باولي المراكز ال 4 الثانية في الدوري  ,St. Pauli is in the second 4th place in the league.  ,St. Pauli ocupa el segundo cuarto lugar en la liga  ,,Pauli ocupa o segundo 4º lugar no campeonato  ,St. Pauli occupe la deuxième 4ème place du championnat  ,St. Pauli belegt den zweiten 4. Platz in der Liga  ,Санкт-Паули занимает второе 4-е место в лиге  ,圣保利排名联赛第2位第4位  ,सेंट पॉली लीग में दूसरे चौथे स्थान पर है  
Q_3562,يحتل فريق سانت باولي المراكز ال 4 الثالثة في الدوري  ,St. Pauli is in the third 4th place in the league.  ,St. Pauli ocupa el cuarto lugar en la liga  ,,Pauli ocupa o 4º lugar no campeonato  ,St. Pauli se classe 4e du championnat  ,St. Pauli belegt den 4. Platz in der Liga  ,Санкт-Паули занимает 4-е место в лиге  ,圣保利联赛排名第4  ,सेंट पॉली लीग में चौथे स्थान पर है  
Q_3563,يحتل فريق سانت باولي المراكز ال 4 الأخيرة في الدوري  ,St. Pauli are in the bottom 4 of the league.  ,St. Pauli ocupa las últimas 4 plazas de la liga  ,,Pauli ocupa as últimas 4 colocações do campeonato  ,St. Pauli occupe les 4 dernières places du championnat  ,St. Pauli belegt die letzten 4 Plätze der Liga  ,Санкт-Паули занимает 4 последних места в лиге  ,圣保利占据联赛倒数4位  ,सेंट पॉली लीग में अंतिम 4 स्थानों पर काबिज है  
Q_3564,فاز فريق سانت باولي في مباراته ضد فريق هامبورغ  ,St. Pauli won their match against Hamburg.  ,St. Pauli ganó su partido contra Hamburgo  ,,Pauli venceu a partida contra o Hamburgo  ,St. Pauli a remporté son match contre Hambourg  ,St. Pauli gewann sein Spiel gegen Hamburg  ,Санкт-Паули выиграл матч у Гамбурга  ,圣保利队对阵汉堡队的比赛获胜  ,सेंट पॉली ने हैम्बर्ग के खिलाफ अपना मैच जीता  
Q_3565,خسر فريق سانت باولي في مباراته ضد فريق شتوتغارت  ,St. Pauli lost their match against Stuttgart.  ,St. Pauli perdió en su partido contra el Stuttgart  ,,Pauli perdeu na partida contra o Stuttgart  ,St. Pauli a perdu contre Stuttgart  ,St. Pauli verlor im Spiel gegen Stuttgart  ,«Сент-Паули» проиграл в матче со «Штутгартом»  ,圣保利队在对阵斯图加特队的比赛中失利  ,सेंट पॉली स्टटगार्ट के खिलाफ अपने मैच में हार गया  
Q_3566,تعادل فريق سانت باولي في مباراته ضد فريق هرتا برلين  ,St. Pauli drew against Hertha Berlin  ,St. Pauli empató su partido ante el Hertha Berlín  ,,Pauli empatou a partida contra o Hertha Berlin  ,St. Pauli a égalisé son match contre le Hertha Berlin  ,St. Pauli hat das Spiel gegen Hertha BSC unentschieden gespielt  ,«Санкт-Паули» сыграл вничью с «Гертой» из Берлина.  ,圣保利队与柏林赫塔队战平  ,सेंट पॉली ने हर्था बर्लिन के खिलाफ अपना मैच टाई कराया  
Q_3567,سجل فريق سانت باولي أكثر من 3 أهداف في مباراته ضد فريق نورمبرغ  ,St. Pauli scored more than 3 goals in their match against Nuremberg.  ,St. Pauli anotó más de 3 goles en su partido contra Nuremberg  ,,Pauli marcou mais de 3 gols na partida contra o Nuremberg  ,St. Pauli a marqué plus de 3 buts lors de son match contre Nuremberg  ,St. Pauli erzielte im Spiel gegen Nürnberg mehr als 3 Tore  ,«Сент-Паули» забил более 3-х голов в матче против «Нюрнберга»  ,在对阵纽伦堡的比赛中进球数超过3 个  ,नूर्नबर्ग के खिलाफ अपने मैच में 3 से अधिक गोल किए  
Q_3568,سجل فريق سانت باولي أكثر من 2 أهداف في مباراته ضد فريق فيردر بريمن  ,St. Pauli scored more than 2 goals in their match against Werder Bremen.  ,St. Pauli marcó más de 2 goles en su partido contra el Werder Bremen  ,,Pauli marcou mais de 2 gols na partida contra o Werder Bremen  ,St. Pauli a marqué plus de 2 buts lors de son match contre le Werder Brême  ,im Spiel gegen Werder Bremen mehr als 2 Tore  ,Санкт-Паули забил более 2 голов в матче против бременского «Вердера»  ,圣保利在对阵云达不来梅的比赛中进球数超过2球  ,वेर्डर ब्रेमेन के विरुद्ध अपने मैच में 2 से अधिक गोल किये  
Q_3569,سجل فريق سانت باولي أكثر من هدف في مباراته ضد فريق هانوفر  ,St. Pauli scored more than one goal in their match against Hannover.  ,St. Pauli marcó más de un gol en su partido contra el Hannover  ,,Pauli marcou mais de um gol na partida contra o Hannover  ,St. Pauli a marqué plus d'un but lors de son match contre Hanovre  ,St. Pauli erzielte im Spiel gegen Hannover mehr als ein Tor  ,Санкт-Паули забил больше одного гола в матче против Ганновера  ,圣保利队在对阵汉诺威队的比赛中攻入超过一球  ,सेंट पॉली ने हनोवर के विरुद्ध अपने मैच में एक से अधिक गोल किये  
Q_3570,فاز فريق سانت باولي في أول مباراة له بالدوري  ,St. Pauli won their first league match.  ,St. Pauli ganó su primer partido de liga  ,,Pauli venceu sua primeira partida no campeonato  ,St. Pauli a remporté son premier match de championnat  ,St. Pauli gewann sein erstes Ligaspiel  ,«Сент-Паули» выиграл свой первый матч в чемпионате  ,圣保利队赢得了他们的第一场联赛比赛  ,सेंट पॉली ने अपना पहला लीग मैच जीता  
Q_3571,تعادل فريق سانت باولي في أول مباراة له بالدوري  ,St. Pauli draw in their first league match  ,St. Pauli empató en su primer partido de liga  ,,Pauli empatou na primeira partida do campeonato  ,St. Pauli a fait match nul lors de son premier match de championnat  ,St. Pauli hat im ersten Ligaspiel unentschieden gespielt  ,«Сент-Паули» сыграл вничью в своем первом матче чемпионата  ,圣保利队在联赛首场比赛中战平  ,सेंट पॉली ने अपना पहला लीग मैच ड्रा खेला  
Q_3572,خسر فريق سانت باولي في أول مباراة له بالدوري  ,St. Pauli lost their first league match.  ,St. Pauli perdió en su primer partido de liga  ,,Pauli perdeu em sua primeira partida do campeonato  ,St. Pauli a perdu lors de son premier match de championnat  ,St. Pauli verlor im ersten Ligaspiel  ,«Сент-Паули» проиграл свой первый матч в чемпионате  ,圣保利队在首场联赛中失利  ,सेंट पॉली अपने पहले लीग मैच में हार गया  
Q_3573,لم يتلق فريق سانت باولي أي هدف في شباكه في مباراته ضد فريق شالكه  ,St. Pauli did not concede a single goal against Schalke.  ,St. Pauli no recibió ningún gol en su partido contra el Schalke  ,,Pauli não sofreu nenhum gol na partida contra o Schalke  ,St. Pauli n'a encaissé aucun but lors de son match contre Schalke  ,St. Pauli kassierte im Spiel gegen Schalke keinen Gegentreffer  ,Санкт-Паули не пропустил ни одного гола в матче с «Шальке»  ,圣保利在对阵沙尔克的比赛中没有丢球  ,सेंट पॉली ने शाल्के के खिलाफ अपने मैच में कोई गोल नहीं खाया  
Q_3574,تلقى فريق سانت باولي هدفًا في شباكه في مباراته ضد فريق بايرن ميونخ  ,St. Pauli conceded a goal against Bayern Munich.  ,El St. Pauli encajó un gol en su partido contra el Bayern de Múnich  ,,Pauli sofreu um gol na partida contra o Bayern de Munique  ,St. Pauli a encaissé un but lors de son match contre le Bayern Munich  ,St. Pauli kassierte im Spiel gegen Bayern München ein Gegentor  ,Санкт-Паули пропустил гол в матче против мюнхенской «Баварии»  ,圣保利在对阵拜仁慕尼黑的比赛中失球  ,सेंट पॉली ने बायर्न म्यूनिख के खिलाफ अपने मैच में एक गोल खाया  
Q_3575,تلقى فريق سانت باولي هدفين في شباكه في مباراته ضد فريق بوروسيا مونشنغلادباخ  ,St. Pauli conceded two goals in their match against Borussia Mönchengladbach.  ,El St. Pauli sufrió dos goles en su partido contra el Borussia Mönchengladbach  ,,Pauli sofreu dois gols na partida contra o Borussia Mönchengladbach  ,St. Pauli a encaissé deux buts lors de son match contre le Borussia Mönchengladbach  ,St. Pauli kassierte im Spiel gegen Borussia Mönchengladbach zwei Gegentore  ,Санкт-Паули пропустил два гола в матче с «Боруссией Менхенгладбах»  ,圣保利队在对阵门兴格拉德巴赫队的比赛中丢了两个球  ,सेंट पॉली ने बोरुसिया मोनचेंग्लादबाक के खिलाफ अपने मैच में दो गोल खाए  
Q_3576,تلقى فريق سانت باولي ثلاث أهداف في مباراته ضد فريق بروسيا دورتموند  ,St. Pauli conceded three goals in their match against Borussia Dortmund.  ,St. Pauli sufrió tres goles en su partido contra el Borussia Dortmund  ,,Pauli sofreu três gols na partida contra o Borussia Dortmund  ,St. Pauli a encaissé trois buts lors de son match contre le Borussia Dortmund  ,St. Pauli kassierte im Spiel gegen Borussia Dortmund drei Gegentore  ,Санкт-Паули пропустил три гола в матче с дортмундской «Боруссией»  ,圣保利队在对阵多特蒙德队的比赛中丢了三个球  ,सेंट पॉली ने बोरुसिया डॉर्टमुंड के खिलाफ अपने मैच में तीन गोल खाए  
Q_3577,في التشكيلة الأساسية لفريق سانت باولي يوجد 3 لاعبين يحملون الجنسية الألمانية  ,In the starting lineup of St. Pauli there are 3 players with German citizenship.  ,En el once inicial del St. Pauli hay 3 jugadores que ostentan la nacionalidad alemana  ,,"Na equipe titular do St. Pauli, há 3 jogadores de nacionalidade alemã  ","Dans le onze de départ de St. Pauli, il y a 3 joueurs de nationalité allemande  ",In der Startelf von St. Pauli stehen 3 Spieler mit deutscher Staatsangehörigkeit  ,В стартовом составе Санкт-Паули 3 игрока немецкого гражданства .  ,圣保利队首发阵容中有3名德国籍球员  ,सेंट पॉली की शुरुआती लाइनअप में 3 खिलाड़ी हैं जिनके पास जर्मन राष्ट्रीयता है  
Q_3578,في خط هجوم فريق سانت باولي يوجد لاعب يحمل الجنسية الدنماركية  ,In the attacking line of the St. Pauli team there is a player with Danish nationality  ,En la línea de ataque del St. Pauli hay un jugador de nacionalidad danesa  ,,Na linha de ataque do St. Pauli está um jogador de nacionalidade dinamarquesa  ,Dans la ligne offensive de St. Pauli il y a un joueur de nationalité danoise  ,In der Angriffsreihe von St. Pauli steht ein Spieler mit dänischer Nationalität  ,В линии нападения «Санкт-Паули» есть игрок датского гражданства  ,圣保利的攻击线上有一名丹麦籍球员  ,सेंट पॉली की आक्रमण पंक्ति में डेनिश राष्ट्रीयता वाला एक खिलाड़ी है  
Q_3579,حارس فريق سانت باولي يحمل الجنسية الألمانية  ,St. Pauli goalkeeper holds German citizenship  ,El portero del St. Pauli tiene la ciudadanía alemana  ,,O goleiro do St. Pauli tem cidadania alemã  ,Le gardien de St. Pauli possède la nationalité allemande  ,Der St. Pauli-Torwart besitzt die deutsche Staatsbürgerschaft  ,Вратарь «Санкт-Паули» имеет немецкое гражданство  ,圣保利门将拥有德国国籍  ,सेंट पॉली के गोलकीपर के पास जर्मन नागरिकता है  
Q_3580,مدرب فريق سانت باولي يحمل الجنسية الألمانية  ,St. Pauli coach holds German nationality  ,El entrenador del St. Pauli tiene ciudadanía alemana  ,,O técnico do time do St. Pauli tem cidadania alemã  ,L'entraîneur de l'équipe de St. Pauli est de nationalité allemande  ,Der Trainer der St. Pauli-Mannschaft besitzt die deutsche Staatsbürgerschaft  ,Тренер команды Санкт-Паули имеет немецкое гражданство  ,圣保利队主帅拥有德国国籍  ,सेंट पॉली टीम के कोच के पास जर्मन नागरिकता है  
Q_3581,لا يوجد أي لاعب فوق سن الثلاثين في فريق سانت باولي  ,There are no players over the age of 30 in the St. Pauli squad.  ,No hay jugadores mayores de 30 años en el equipo del St. Pauli  ,,Não há jogadores com mais de 30 anos no time do St. Pauli  ,Il n'y a aucun joueur de plus de 30 ans dans l'équipe de St. Pauli  ,Im St. Pauli-Team sind keine Spieler über 30 Jahre alt  ,В команде Санкт-Паули нет игроков старше 30 лет.  ,圣保利队中没有30岁以上的球员  ,सेंट पॉली टीम में 30 वर्ष से अधिक उम्र का कोई खिलाड़ी नहीं है  
Q_3582,في التشكيلة الرئيسية لفريق سانت باولي يوجد لاعب تحت 18 عام  ,In the starting lineup of St. Pauli there is an under- 18 player .  ,En la alineación principal del St. Pauli hay un jugador sub- 18  ,,Na escalação principal do St. Pauli há um jogador sub- 18  ,"Dans l'équipe principale de St. Pauli, il y a un joueur de moins de 18 ans  ",Im Stammaufgebot von St. Pauli steht ein U18 - Spieler  ,В основном составе «Санкт-Паули» есть игрок до 18 лет.  ,圣保利主力阵容中有一名18岁以下球员  ,सेंट पॉली की मुख्य टीम में एक अंडर -18 खिलाड़ी है  
Q_3583,يلعب فريق سانت باولي هذا الموسم في دوري أبطال أوروبا  ,St. Pauli is playing in the Champions League this season.  ,Esta temporada el St. Pauli juega la liga de Campeones  ,,"Nesta temporada, o St. Pauli está jogando na Liga dos Campeões  ","Cette saison, St. Pauli joue en Ligue des Champions  ",In dieser Saison spielt St. Pauli in der Champions League  ,В этом сезоне Санкт-Паули играет в Лиге Чемпионов.  ,本赛季，圣保利征战欧冠联赛  ,"इस सीज़न में, सेंट पॉली चैंपियंस लीग में खेल रहा है  "
Q_3584,يلعب فريق سانت باولي هذا الموسم في الدوري الأوروبي  ,St. Pauli is playing in the Europa League this season.  ,Esta temporada el St. Pauli juega en la Europa League  ,,"Nesta temporada, o St. Pauli está jogando na Liga Europa  ","Cette saison, St. Pauli joue en Ligue Europa  ",In dieser Saison spielt St. Pauli in der Europa League  ,В этом сезоне Санкт-Паули выступает в Лиге Европы.  ,本赛季，圣保利征战欧罗巴联赛  ,"इस सीज़न में, सेंट पॉली यूरोपा लीग में खेल रहा है  "
Q_3585,يلعب فريق سانت باولي هذا الموسم في دوري المؤتمرات  ,St. Pauli is playing in the Conference League this season.  ,Esta temporada St. Pauli juega en la liga de conferencias.  ,,"Nesta temporada, o St. Pauli joga na liga de conferência  ","Cette saison, St. Pauli joue dans la ligue de conférence  ",In dieser Saison spielt St. Pauli in der Conference League  ,В этом сезоне Санкт-Паули играет в конференц-лиге  ,本赛季，圣保利参加分区联赛  ,"इस सीज़न में, सेंट पॉली कॉन्फ्रेंस लीग में खेलता है  "
Q_3586,لم يلعب أي لاعب من التشكيلة الحالية لفريق سانت باولي في كأس العالم  ,No player from St. Pauli's current squad has played in the World Cup.  ,Ningún jugador de la actual plantilla del St. Pauli ha jugado un Mundial  ,,Nenhum jogador do atual elenco do St. Pauli disputou uma Copa do Mundo  ,Aucun joueur de l'équipe actuelle de St. Pauli n'a participé à une Coupe du monde  ,Kein Spieler aus dem aktuellen St. Pauli-Kader hat an einer Weltmeisterschaft teilgenommen  ,Ни один игрок нынешнего состава Сан-Паули не участвовал в чемпионате мира.  ,目前圣保利队中没有球员参加过世界杯  ,मौजूदा सेंट पॉली टीम का कोई भी खिलाड़ी विश्व कप में नहीं खेला है  
Q_3587,لعب أحد لاعبي التشكيلة الحالية لفريق سانت باولي في كأس العالم  ,One of the current St. Pauli squad members played in the World Cup.  ,Uno de los jugadores de la actual plantilla del St. Pauli jugó el Mundial  ,,Um dos jogadores do atual elenco do St. Pauli disputou a Copa do Mundo  ,L'un des joueurs de l'équipe actuelle de St. Pauli a participé à la Coupe du monde  ,Einer der Spieler des aktuellen St. Pauli-Kaders spielte bei der Weltmeisterschaft  ,Один из игроков нынешнего состава «Санкт-Паули» играл на чемпионате мира.  ,目前圣保利队的一名球员曾参加过世界杯  ,वर्तमान सेंट पॉली टीम के खिलाड़ियों में से एक ने विश्व कप खेला  
Q_3588,في الموسم الماضي لعب فريق سانت باولي في دوري أبطال أوروبا  ,Last season St. Pauli played in the Champions League.  ,La temporada pasada el St. Pauli jugó en la Liga de Campeones  ,,Na última temporada o St. Pauli disputou a Liga dos Campeões  ,"La saison dernière, St. Pauli a joué en Ligue des Champions  ",Letzte Saison spielte St. Pauli in der Champions League  ,В прошлом сезоне «Сент-Паули» выступал в Лиге чемпионов.  ,上赛季圣保利参加了欧冠联赛  ,पिछले सीज़न में सेंट पॉली ने चैंपियंस लीग में खेला था  
Q_3589,في الموسم الماضي لعب فريق سانت باولي في الدوري الأوروبي  ,Last season St. Pauli played in the Europa League.  ,La temporada pasada el St. Pauli jugó en la Europa League  ,,"Na temporada passada, o St. Pauli disputou a Liga Europa  ","La saison dernière, St. Pauli a joué en Ligue Europa  ",In der vergangenen Saison spielte St. Pauli in der Europa League  ,В прошлом сезоне «Сент-Паули» выступал в Лиге Европы.  ,上赛季圣保利队参加了欧罗巴联赛  ,पिछले सीज़न में सेंट पॉली ने यूरोपा लीग में खेला था  
Q_3590,في الموسم الماضي لعب فريق سانت باولي في دوري المؤتمرات  ,Last season St. Pauli played in the Conference League.  ,"La temporada pasada, St. Pauli jugó en la liga de conferencias.  ",,"Na temporada passada, o St. Pauli disputou a liga de conferência  ","La saison dernière, St. Pauli a joué dans la ligue de conférence  ",In der vergangenen Saison spielte St. Pauli in der Conference League  ,В прошлом сезоне «Санкт-Паули» выступал в конференц-лиге.  ,上赛季，圣保利参加分区联赛  ,"पिछले सीज़न में, सेंट पॉली ने कॉन्फ़्रेंस लीग में खेला था  "
Q_3591,تعاقد فريق سانت باولي مع مدرب في بداية الموسم  ,St. Pauli signed a coach at the beginning of the season.  ,St. Pauli contrató a un entrenador a principios de temporada  ,,St. Pauli contratou treinador no início da temporada  ,St. Pauli a embauché un entraîneur en début de saison  ,St. Pauli hat zu Beginn der Saison einen Trainer engagiert  ,«Санкт-Паули» нанял тренера в начале сезона  ,圣保利在赛季初聘请了一位教练  ,सेंट पॉली ने सीज़न की शुरुआत में एक कोच नियुक्त किया  
Q_3592,تعاقد فريق سانت باولي مع لاعب مهاجم في بداية الموسم  ,St. Pauli signed a striker at the start of the season.  ,El St. Pauli fichó un delantero al inicio de temporada  ,,St. Pauli contratou um atacante no início da temporada  ,St. Pauli a recruté un attaquant en début de saison  ,St. Pauli hat zum Saisonstart einen Stürmer verpflichtet  ,«Сент-Паули» подписал нападающего на старте сезона  ,圣保利在赛季初签下一名前锋  ,सेंट पॉली ने सीज़न की शुरुआत में एक स्ट्राइकर पर हस्ताक्षर किए  
